comment,sent,off
അസുരൻ എന്ന് പറഞ്ഞാൽ ഇതാണ് അസുരൻ...... രാക്ഷസ ചിരിയുമായി വന്ന അവൻ ശ്രീരാമദേവൻ അല്ല...... രാവണനാണ് അസുരനായ രാവണൻ  #shylockteaser ചുമ്മാ വേറിത്തനം,Positive,Not_offensive
Film kanditt trailor kannann vannavar like adiiii,unknown_state,Not_offensive
Ada paavigala idho edho youtube advertisement nu illada naan swipe pannitu poiten,not-malayalam,not-malayalam
Kalabahavan shajon laleetane chathikkum athe urappa trailer kandappo manasilayii,unknown_state,Not_offensive
ഈ പാവത്തിനേം ഒന്നു സഹായിക്കുമോ? 2 മിനിറ്റെങ്കിലും കണ്ട് ഒന്ന് സബ്സ്ക്രൈബ് ചെയ്തു തന്നാൽ ഒരു ജീവിതമാർഗമായിത്തീരും. ഇക്കാടെ പിള്ളേര് മാസും മനസ്സലിവുമുള്ളവരല്ലേ,unknown_state,Not_offensive
വ്യത്യസ്തമായ സിനിമകൾ മലയാളിക്ക് സമ്മാനിക്കുന്ന സംവിധായകൻ .. ഏബ്രിഡ് ഷൈൻ,Positive,Not_offensive
Entammmo kidilan teaser.  Like big B....,Positive,Not_offensive
Rajini petta dialogue #MAVANE KOLA KANDLA IRUKEN KOLLAMA VIDAMATEN#,not-malayalam,Not_offensive
box office nte kaaryathil oru theerumaanamaaay,Positive,Not_offensive
1st day movie kanunnavar evida kodukkada like,unknown_state,Not_offensive
Ivide nammal kandath oru 68kaarante poondu vilayaattam .....uffff....vere level,Positive,Not_offensive
പൂമരത്തിന് വന്ന അവസ്ഥ വരുത്തരുത്... എബ്രിഡ് ഷെയിൻ   നിലവിൽ മലയാളത്തിലെ എണ്ണം പറഞ്ഞ സംവിധായകനാണ്...,Mixed_feelings,Not_offensive
ഹിറ്റ് കഴിഞ്ഞാൽ പടം പൊട്ടിക്കണമെന്ന് വല്ല നേർച്ചയും ഉണ്ടോ? സിദ്ദിഖിന്റെ കാലമൊക്കെ കഴിഞ്ഞു..,Negative,Not_offensive
aaa dislike adicha poorimakkalude ammakku mohanlal anu adichu kodukkunnadu tonnunnu,Negative,Offensive_Targeted_Insult_Individual
Malayala cinemayude .....  Ore oru Rajavu   #Lalettan,Positive,Not_offensive
Kali benda mwone ikka mess aane,unknown_state,Not_offensive
Teaser okke kollam pakshe director kollilla nalla story polum over action sequense kanich kulamakkum   . .  Ithavana athellam thiruthumennu prathishikkunnu  Beat of luck #ikka,Mixed_feelings,Not_offensive
Jake bijoy ഒരുപാട് നല്ല പാട്ടുകൾ ചെയ്ത അംഗീകാരം കിട്ടാത്ത മ്യൂസിക് കമ്പോസർ.,unknown_state,Not_offensive
All D best from challenging star D boss kannadiga,not-malayalam,not-malayalam
00:52 to 00:56 - ee car skidding cinemayil illallo??,unknown_state,Not_offensive
Malayala cinemayile nattellulla aankutti. Nammade Rajuettan,Positive,Not_offensive
Nalla story aanel vijayikkum trailer average,Mixed_feelings,Not_offensive
Veendum veendum Vann kaanunnath njan maathramaano,Positive,Not_offensive
1:28 to 1:32.....eee bgm evdeyo kettitundallo...ente sunny chechi(laila o laila),unknown_state,Not_offensive
Once a king is always a king,not-malayalam,not-malayalam
Ini nammalarenkilum chathale sarkar sradhikku ennano... ith porikkum,unknown_state,Not_offensive
അവൻ വരുന്നു .....ഈ കലികാലത്തിൽ അവതാരമെടുത്ത അസുരൻ .... Shylock Teaser coming soon,Positive,Not_offensive
Ithille pala scene num padathil illalo manoj okke oru scene alle ullu,unknown_state,Not_offensive
മക്കളെ 68 ആം വയസ്സിലെ ഒരു ശരാശരി മനുഷ്യന്റെ Energy Level എന്താണെന്ന് വല്ല പിടുത്തവും ഉണ്ടോ? അതിന്റെ 10 ഇരട്ടി Energy ലെവലിൽ  മെഗാസ്റ്റാർ പൂന്ത്‌ വിളയാടുന്നത് കാണണോ   #TeaserToday7pm,Positive,Not_offensive
Title kandit comedy padam aan ennu  vicharichavar like cheyyu🤣🤣🤣,unknown_state,Not_offensive
മമ്മുക്കയുടെ shylock ന് ഇരിക്കട്ടെ ലാലേട്ടൻ ഫാൻസ് ന്റെ വക ഒരു like,unknown_state,Not_offensive
Njan poye kanan mammookkaye al wahdha MALL njan kandu,Positive,Not_offensive
Rashtriyam,Negative,Not_offensive
Raja  come back katta waiting,Positive,Not_offensive
Moonure enthayalum adikkila erunoore Kodi adukateenne ashamshikunu,Mixed_feelings,Not_offensive
ഇപ്രാവശ്യത്തെ ഓണത്തിന്റെ കളക്ഷൻ റെക്കോർഡ് ഇട്ടിമാണി എടുക്കനെന്നു പറയാൻ പറഞ്ഞു  നിസ്സാരം നിസ്സാരം നമ്മളെ കൊണ്ട് പറ്റും ലാലേട്ടാ,Positive,Not_offensive
Theatre baaki undayal mathiyarunu...ente laletaaaaa....ingal vere level aanu man,Positive,Not_offensive
എന്തായാലും അത് കലക്കി അമ്മച്ചിക്ക് ഉള്ളതുപോലെ അപ്പച്ചൻ അമ്മയോടുള്ള സ്നേഹം ഇല്ലെന്ന് ഉണ്ടായിരുന്നെങ്കിൽ നേരത്തെ മേലോട്ട് വിളിച്ചേനെ സൂപ്പറാ,unknown_state,Not_offensive
Prithviraj suraj ettan fans like,not-malayalam,not-malayalam
Ente ponno......maranamass item. Kidilan making. Fight apaaram. Sound modulation oru rakshayumilla. Oru adaru item thanne,Positive,Not_offensive
പ്രിയ മോഹൻലാൽ താങ്കളുടെ ആരാധകർ ഞങ്ങളുടെ മാമാങ്കത്ത ഒരുപാട് സഹായിച്ചവർ ആണ്.അത് കൊണ്ട് താങ്കളുടെ എല്ലാ പടത്തിനും ഞങ്ങൾ ഇക്കാ ഫാൻസിൻറെ വിജയാശംസകൾ.ഞങ്ങൾ കാണും കൂടെ.കട്ട support🤗,Positive,Not_offensive
ഇത് ഏത് കോമഡി പടം ആണ്.....നല്ലോണം ചിരിക്കാനുണ്ട്,unknown_state,Not_offensive
Avasanam Rajadhiraja yile tone pole thonni,Mixed_feelings,Not_offensive
Annum innum ennum rajade pilleru triple strongaaa.....uyirdaaaa,Positive,Not_offensive
Colony vanangal dislike adichittundu. Kanunnathinu munbu,Negative,Offensive_Untargetede
jojo muthai nigapolik numa kudai udakum,Positive,Not_offensive
Ettaaaa kandalum kandalum mathi varunnillaaaaaa poli anu kettooooo,Positive,Not_offensive
Mamangathine  Ajaygopal  fansinde vijayasamsakal.,Positive,Not_offensive
you tube hang ayo views kanikkunnillallo,unknown_state,Not_offensive
2019 ലെ ഒരു വലിയ hit  കാസ്റ്റിംഗ്,Positive,Not_offensive
Sharukh khan fan movie pole undallo,Mixed_feelings,Not_offensive
Oru magical and musical and comedy film aayirikkum Xmas Polikkum,Positive,Not_offensive
ലാലേട്ടൻ ഫാൻസ്‌ ഇവിടെ ലൈക്‌ അടി .  ലാലേട്ടന്റെ YouTube ഫാൻ ചാനൽ ആണ്. എല്ലാരും ഒന്ന് subscribe അടിക്കുക. 🤙,unknown_state,Not_offensive
Loocheeperinte kalem ethi mekkale ellarun meri nikk,Negative,Not_offensive
2n part or kuch related kahani nxt hota acha lagta fans ko,not-malayalam,not-malayalam
Ithu party based cast based movie anengil adi pidi vedi anengil Ee padam poliyum.,Negative,Not_offensive
Oru pakshe yennum oru thavana yenkilum minimum ellaarum kaanunna trailer Ithaayirikkum ..no doubt.....,unknown_state,Not_offensive
ഒരു പായിം തലയിണിം കിട്ടാണേൽ ഇവിടെതന്നെ കൂടായിരുന്നു,unknown_state,Not_offensive
Mammukka kalakam super trailer rajaiuda team double strong alla trouble strong annu,Positive,Not_offensive
Ee trailer 10il kooduthal thavana kandathu njan maathram aano?,unknown_state,Not_offensive
Love you sir from vijay deavarakonda pavan Kalyan fans,not-malayalam,not-malayalam
Ee role mammookkak aahnnu cherunathu anu arinja...lalettan fans right now kurupottikal....🤣🤣🤣🤣,Negative,Not_offensive
26K malaghamar dislike adichirikkunnu....Sahikkanjittanu vere onnumalla.....kashtam....dhaivathinte sontham nadu,Negative,Not_offensive
Ithonnil kooduthal kandavar undengil adi machane oru like,unknown_state,Not_offensive
mammookkayude scenes pause cheytu kandavar arokke undu,unknown_state,Not_offensive
ട്രൈലെർ കൊള്ളാം  വീണ്ടും വിനീതിന്റെ മാസ്സ് വോയ്സ്,Positive,Not_offensive
ലാലിന്റെ അഭിനയത്തിന്റെ  ചാരുതയെല്ലാം ...ഇപ്പൊ  ഡയലോഗിനുവേണ്ടി  കാത്തുനിൽകുന്നപോലെ,Negative,Not_offensive
Aarenkilum ithinte akathu prithvi undo ennu nokaaan vanno ??,unknown_state,Not_offensive
Enthaylum... Oru adaar feel undu... Tamil look,Positive,Not_offensive
Look like a vishal bharadwaj movie,not-malayalam,not-malayalam
ഒരു മാറ്റവും ഇല്ലല്ലോ... കഥ ഒക്കെ ഒന്ന് മാറ്റി പിടിച്ചു കൂടെ?,Negative,Not_offensive
mammootty anna telugu ārādhakar iviṭe iṣṭappeṭunnu,Positive,Not_offensive
Sound oru rakshayumilla feel good movie ayirikum.....,Positive,Not_offensive
Lucifer hitayi.  Madhurarajayum hitakatte.  Malayalam movie lover,Positive,Not_offensive
Trailer kaduppam odiyan pole akathirunnal mathiyayirunnu,Mixed_feelings,Not_offensive
5.2M+ Views  324k+ Likes 27k+ dislikes #1Trending... March 28  #L #L666 #Lucifer,not-malayalam,not-malayalam
Nivinpauli cininmakal kaanunthorum abhinayathinte quality kuranju varunund ithenkilm bethapettal betham,Negative,Not_offensive
Ente prayer ethanu enthenkilum onnu vijaychirunnuvenkil....,unknown_state,Not_offensive
Shylock kuranjath 100 adikkunne thonniyavar  adi like,unknown_state,Not_offensive
Thrissur slang nyla അത്ര ശരിയായില്ല ..ചിലപ്പോൾ പടത്തിൽ ok ആകുമായിരിക്കും .,Mixed_feelings,Not_offensive
ശ്രീനാഥ് ഭാസി ടെ ആ നോട്ടം മതി.. എന്റെപൊന്നളിയ !!,Positive,Not_offensive
എന്റെ അള്ളാ ഇത് തിരുത്തി കുറിക്കും സകല റെക്കോഡും,Positive,Not_offensive
katttttttttta wtng aadhyamaaayi dileepinte flm wtng aaanu njn.,Positive,Not_offensive
Kozhikode vayalada morning beauty 🦋channel keri nokkuka,unknown_state,Not_offensive
നീയൊന്നും ആരാധിച്ച് ആരാധിച്ച് അല്ല ഞാൻ നടൻ ആയത്,unknown_state,Not_offensive
Sharukh Khante FAN orma vanno aarkenkilum?,unknown_state,Not_offensive
Captain kunjali sparrow,not-malayalam,not-malayalam
Lucifer trailer pottikan ayo nammude mamangm,unknown_state,Not_offensive
Malayalam cinema technical aayi orupaad uyarattee. Valiya budget quality films iniyum ithe pole undavatte.,Positive,Not_offensive
Oru vijay padam pole thonniyath enik maathramaano?,unknown_state,Not_offensive
രണ്ട് ദിവസം വൈൽ കൊണ്ടത് വെറുതെ ആയിഅഭിനയ മോഹം  മൂത്ത് മലപ്പുറത്തു നിന്ന് രാത്രി 12 മണിക് ബൈക്ക് ഓടിച്ചു വന്നിട്ട് എന്റെ മുഖം ഈ തിരക്കിൽ കാണുന്നില്ല എന്നൊരു സങ്കടം...,unknown_state,Not_offensive
Ittichan da  mwne sanbavm pwlikm !onam winner,Positive,Not_offensive
That history made us MOLLYWOOD ...Ikkaaaa,not-malayalam,not-malayalam
ഇങ്ങനെയും മുണ്ട് ഉടുക്കാമോ ?ഓണം സ്പെഷ്യൽ,unknown_state,Not_offensive
60 K LIKES BUT 16 K VIEWS ....,unknown_state,not-malayalam
OVER HYPE KODUTH EE OOLA PADATINU VENDI TALLIYA ELLA OOMBANMARAYA LALAPPAN FANSINTE KARANAKUTTIK NOKI ONN POTTIKAN TONUNNAVAR LIKE EDUKA,Negative,Not_offensive
Ith lalettante vaka BIG BORE trailer,unknown_state,Not_offensive
MFWAI കൊട്ടത്തെ പിള്ളേർ ഉണ്ടെൽ like അടിക്കാതെ പോകരുത്......,unknown_state,Not_offensive
എന്തായാലും പോകുകയല്ലേ ലൈക്‌ ബട്ടൺ നീല ആക്കിയിട്ടു പോയാൽ മതി ലാലേട്ടൻ,unknown_state,Not_offensive
Director Ajaya Vasudev  Enna kurave kaanunullu,Mixed_feelings,Not_offensive
ട്രെയലറിൽ തന്നെ കഥ മൊത്തം ഉണ്ട് ഇനി പടം കണ്ണണ്ട ആവശ്യം ഇല്ല സ്ഥിരം പല്ലവി തന്നെ,Negative,Not_offensive
Ejjathi. Trailer..!! MAMMUKKAAAAA 🥰🥰 🥰 ...Padmakumar nigal vere level aanuu.,Positive,Not_offensive
1min 33sec scene il Prithviraj Alle athu 🤔,unknown_state,Not_offensive
രാവിലെതന്നെ വന്നു കാണുന്നവർ like അടി 🤩,unknown_state,Not_offensive
Vindum vindum repeatadichu kanunna lalettan fans undel ivide likeadi,unknown_state,Not_offensive
Ikka look& Mass Bgm...ikka vera level,Positive,Not_offensive
Ee item vache mammal nammude pracharanam thakarkum,unknown_state,Not_offensive
Nammada faviorite stars ellarumund...ith polikkum...katta wting,Positive,Not_offensive
